date;senders;receivers
1958-05-12;Heisenberg, Werner (1901-1976);"Wood, John K.; Utah State University"
1958-04-18;"Wood, John K.; Utah State University";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1967-07-03;Heisenberg, Werner (1901-1976);"Mitin, Mark Borisovič; Omeljanowskij, M. E.; Voprosy Filosofii. Redaktion"
1967-06-27;"Mitin, Mark Borisovič; Omeljanowskij, M. E.; Voprosy Filosofii. Redaktion";Heisenberg, Werner (1901-1976)
1957-06-04;Heisenberg, Werner (1901-1976);Worbs, Erich (1893-1975)
1957-05-18;Worbs, Erich (1893-1975);Heisenberg, Werner (1901-1976)
1967-06-09;Heisenberg, Werner (1901-1976);World Association of World Federalists (1956-)
1948-01-26;Institute for Research in Biography (New York, NY);Heisenberg, Werner (1901-1976)
1967;World Association of World Federalists (1956-);Heisenberg, Werner (1901-1976)
1962-04-23;World Constitution. Coordinating Commitee;Heisenberg, Werner (1901-1976)
1957-05-19;"Joliot-Curie, Frédéric (1900-1958); World Federation of Scientific Workers (1946-1994)";Heisenberg, Werner (1901-1976)
1965-01-21;Heisenberg, Werner (1901-1976);"Chand, Bool (-1989); Alliance Mondiale des Religions"
1965-01-11;"Chand, Bool (-1989); Alliance Mondiale des Religions";Heisenberg, Werner (1901-1976)
1967-10-20;"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat";The World Publishing Company (Cleveland, Ohio)
1967-10-02;Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-);Max-Planck-Institut für Physik. Direktion. Sekretariat
o.D. [Dienstag];World Student Christian Federation (1895-);Heisenberg, Werner (1901-1976)
1955;Württembergischer Verein der Freunde des Humanistischen Gymnasiums;Heisenberg, Werner (1901-1976) [vermutlich]
1958-12-11;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Wuesthoff, Franz
1958-12-06;"Wuesthoff, Franz; Forschungsgesellschaft für Friedenswissenschaft (1958-)";Heisenberg, Werner (1901-1976) [vermutlich]
1975-01-06;"Merveille, Jose Guy; Congress of World Unity (1975) (1975-1975)";Heisenberg, Werner (1901-1976) [vermutlich]
1974-12-28;"Kirk, E. Bruce; Congress of World Unity (1975) (1975-1975)";Heisenberg, Werner (1901-1976) [vermutlich]
1974-12-27;"Merveille, Jose Guy; Congress of World Unity (1975) (1975-1975)";Heisenberg, Werner (1901-1976) [vermutlich]
1974-03-04;Heisenberg, Werner (1901-1976);"Sabatino, A. William; Congress of World Unity (1976-1976)"
1974-02-20;"Sabatino, A. William; Congress of World Unity (1976-1976)";Heisenberg, Werner (1901-1976)
1974-02-11;"Sabatino, A. William; Congress of World Unity (1976-1976)";Heisenberg, Werner (1901-1976)
1973-09-25;"Sabatino, A. William; Congress of World Unity (1976-1976)";Heisenberg, Werner (1901-1976)
1965-07-03;"Kuhn, Helmut (1899-1991); World University Service (Komitee München)";Heisenberg, Werner (1901-1976) [vermutlich]
1961-05-12;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)";World Youth Forum (3.) (1961-1961)
1961-05-08;World Youth Forum (3.) (1961-1961);"Heisenberg, Werner (1901-1976) [vermutlich]; Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1950-11-29;"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)";Heisenberg, Werner (1901-1976) [vermutlich]
1950-11-20;Heisenberg, Werner (1901-1976);"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)"
1948-08-25;Heisenberg, Werner (1901-1976);"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)"
1948-08-12;"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)";Heisenberg, Werner (1901-1976) [vermutlich]
1948-01-07;"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)";Heisenberg, Werner (1901-1976) [vermutlich]
1947-12-20;Heisenberg, Werner (1901-1976);"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)"
1947-12-11;"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)";Heisenberg, Werner (1901-1976) [vermutlich]
1959-04-07;Wortmann, Eberhard;Heisenberg, Werner (1901-1976) [vermutlich]
1963-07-19;Heisenberg, Werner (1901-1976);"Schulmeister, Otto (1916-); Redaktion Wort und Wahrheit (Wien)"
1963-07-10;"Schulmeister, Otto (1916-); Redaktion Wort und Wahrheit (Wien)";Heisenberg, Werner (1901-1976)
1962-10-17;Wrede, Marie Elisabeth;Heisenberg, Werner (1901-1976)
1959-04-01;Heisenberg, Werner (1901-1976);"Wright, Harold Douglas (1921-1969); Pennsylvania State University (University Park, Pa.). College of Mineral Industries"
1959-03-20;"Wright, Harold Douglas (1921-1969); Pennsylvania State University (University Park, Pa.). College of Mineral Industries";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1965-02-16;Velmar-Janković, Vladimir (1889-1976);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1959-05-09;Wührer, Karl (1903-1973);Heisenberg, Werner (1901-1976)
1959-04-28;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)";Wührer, Karl (1903-1973)
1959-04-17;Unbekannt;Heisenberg, Werner (1901-1976)
1970-04-02;Butenandt, Adolf (1903-1995);"Wünsch, Erich (1923-2013); Max-Planck-Institut für Eiweiß- und Lederforschung"
1970-02-03;"Wünsch, Erich (1923-2013); Max-Planck-Institut für Eiweiß- und Lederforschung";Heisenberg, Werner (1901-1976)
1964-11-25;Ludwig-Maximilians-Universität München. Allgemeine Studentenvertretung;Heisenberg, Werner (1901-1976)
1964-11-17;Heisenberg, Werner (1901-1976);Ludwig-Maximilians-Universität München. Allgemeine Studentenvertretung
1975-07-29;Wüst, Helmuth F.;"Heisenberg, Werner (1901-1976); Alpensanatorium (Wiessee)"
1975-05-15;"Wienecke, Rudolf; Meusel, Ernst-Joachim (1932-2006); Max-Planck-Institut für Plasmaphysik (Garching b. München) (1971-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1975-06-06;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";"Wienecke, Rudolf; Max-Planck-Institut für Plasmaphysik (Garching b. München) (1971-)"
1958-07-01;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Wüstefeld, A.
1958-06-10;Wüstefeld, A.;Heisenberg, Werner (1901-1976)
1973-10-30;Heisenberg, Werner (1901-1976);Wuesthoff, Franz
1973-10-29;Wuesthoff, Franz;Heisenberg, Werner (1901-1976)
1973-07-31;Heisenberg, Werner (1901-1976);Wuesthoff, Franz
1973-07-18;Wuesthoff, Franz;Heisenberg, Werner (1901-1976)
1960-07-12;Heisenberg, Werner (1901-1976);Wuesthoff, Franz
1960-07-02;Wuesthoff, Franz;Heisenberg, Werner (1901-1976)
1959-02-25;"Wuesthoff, Franz; Forschungsgesellschaft für Friedenswissenschaft (1958-)";Heisenberg, Werner (1901-1976)
1958-05-13;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Wuesthoff, Franz
1958-04-24;Wuesthoff, Franz;Heisenberg, Werner (1901-1976)
1961-11-29;Wutz, Franz;Heisenberg, Werner (1901-1976)
1967-07-21;"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat";"Wurm, Alfred (1926-1983); Alfred-Wurm-Verlag (Fachverlag für die Öffentlichkeit)"
1967-07-13;"Wurm, Alfred (1926-1983); Alfred-Wurm-Verlag (Fachverlag für die Öffentlichkeit)";Heisenberg, Werner (1901-1976)
1972-03-14;Wurster, Carl (1900-1974);Heisenberg, Werner (1901-1976)
1957-05-18;Giese, Annemarie;Wu-Weitemeyer, Irene
1973-01-24;Heisenberg, Werner (1901-1976);"Burhenne, Wolfgang E. (1924-2017); Interparlamentarische Arbeitsgemeinschaft (1955-2014)"
1973-01-14;"Burhenne, Wolfgang E. (1924-2017); Interparlamentarische Arbeitsgemeinschaft (1955-2014)";Heisenberg, Werner (1901-1976)
1957-04-24;Heisenberg, Werner (1901-1976);"Wyckoff, Robert C.; United States Naval Forces, Germany. Scientifique and Technical Unit"
1957-04-20;"Wyckoff, Robert C.; United States Naval Forces, Germany. Scientifique and Technical Unit";Heisenberg, Werner (1901-1976)
1971-03-08;"Wyler, Albert; Universität Zürich. Mathematisches Institut";Heisenberg, Werner (1901-1976)
1955-02-28;Heisenberg, Werner (1901-1976);Wyler, Berthold (1913-)
1955-02-18;Wyler, Berthold (1913-);Heisenberg, Werner (1901-1976)
1972-08-31;Wyller, Egil A. (1925-2021);Heisenberg, Werner (1901-1976)
1972-08-27;Wyller, Egil A. (1925-2021);Heisenberg, Werner (1901-1976)
o.D.;Wyller, Egil A. (1925-2021);Heisenberg, Werner (1901-1976)
1971-08-26;"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)";Heisenberg, Werner (1901-1976)
1971-05-24;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)"
1971-05-21;Wyller, Egil A. (1925-2021);Heisenberg, Werner (1901-1976)
1971-04-30;"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)";Heisenberg, Werner (1901-1976)
1971-04-22;Heisenberg, Werner (1901-1976);"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)"
1971-04-17;"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)";Heisenberg, Werner (1901-1976)
1970-04-05;"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)";Heisenberg, Werner (1901-1976)
1970-03-16;Heisenberg, Werner (1901-1976);"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)"
1962-01-18;Heisenberg, Werner (1901-1976);"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)"
1961-12-06;Wyller, Egil A. (1925-2021);Heisenberg, Werner (1901-1976)
1966-03-17;Walcher, Wilhelm (1910-2005);Heisenberg, Werner (1901-1976)
1966-04-20;Heisenberg, Werner (1901-1976);"Walcher, Wilhelm (1910-2005); Philipps-Universität Marburg. Physikalisches Institut"
1965-06-04;Walcher, Wilhelm (1910-2005);Heisenberg, Werner (1901-1976)
1964-02-12;Walcher, Wilhelm (1910-2005);Heisenberg, Werner (1901-1976)
1963-12-20;Heisenberg, Werner (1901-1976);"Walcher, Wilhelm (1910-2005); Philipps-Universität Marburg. Physikalisches Institut"
1963-12-19;Walcher, Wilhelm (1910-2005);Heisenberg, Werner (1901-1976)
1963-10-21;Heisenberg, Werner (1901-1976);"Walcher, Wilhelm (1910-2005); Philipps-Universität Marburg. Physikalisches Institut"
1963-10-17;Walcher, Wilhelm (1910-2005);Heisenberg, Werner (1901-1976)
1957-06-11;Walcher, Wilhelm (1910-2005);Heisenberg, Werner (1901-1976)
1965-12-07;Heisenberg, Werner (1901-1976);"Jedzini, Oscar; Weltföderalisten Deutschlands e.V. (1949-)"
1965-12-07;"Jedzini, Oscar; Weltföderalisten Deutschlands e.V. (1949-)";Heisenberg, Werner (1901-1976)
1965-03-23;"Gontrum, Wilhelm (1910-1969); Weltföderalisten Deutschlands e.V. (1949-)";Heisenberg, Werner (1901-1976)
1965-03-02;Heisenberg, Werner (1901-1976);"Gontrum, Wilhelm (1910-1969); Weltföderalisten Deutschlands e.V. (1949-)"
1965-02-16;"Gontrum, Wilhelm (1910-1969); Weltföderalisten Deutschlands e.V. (1949-)";Heisenberg, Werner (1901-1976)
1962-05-25;Heisenberg, Werner (1901-1976);"Jedzini, Oscar; Weltföderalisten Deutschlands e.V. (1949-)"
1962-05-24;"Jedzini, Oscar; Weltföderalisten Deutschlands e.V. (1949-)";Heisenberg, Werner (1901-1976)
1972-06-02;Wendel, Karl;Heisenberg, Werner (1901-1976)
1972-05-18;Wendel, Karl;Heisenberg, Werner (1901-1976)
1972-08-10;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Wendel, Karl
1972-08-06;Wendel, Karl;Heisenberg, Werner (1901-1976)
1972-06-12;Heisenberg, Werner (1901-1976);Wendel, Karl
1972-03-01;Wendel, Karl;Heisenberg, Werner (1901-1976)
1972-02-16;Wendel, Karl;Heisenberg, Werner (1901-1976)
1972-02-11;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Wendel, Karl
1972-02-07;Wendel, Karl;Heisenberg, Werner (1901-1976)
1970-02-03;Wendel, Karl;Heisenberg, Werner (1901-1976)
1970-01-13;Wendel, Karl;Heisenberg, Werner (1901-1976)
1969-10-04;Wendel, Karl;Heisenberg, Werner (1901-1976)
1938-12-02;Wendel, Karl;Heisenberg, Werner (1901-1976)
1947;Wendel, Karl;Heisenberg, Werner (1901-1976)
1969-07-08;Wendel, Karl;Heisenberg, Werner (1901-1976)
1969-06-27;Heisenberg, Werner (1901-1976);Wendel, Karl
1969-06-25;Wendel, Karl;Heisenberg, Werner (1901-1976)
1961-02-03;Wendel, Karl;Heisenberg, Werner (1901-1976)
1957-06-07;Heisenberg, Werner (1901-1976);Wendel, Karl
1957-06-05;Wendel, Karl;Heisenberg, Werner (1901-1976)
1957-05-13;Wendel, Karl;Heisenberg, Werner (1901-1976)
1957-05-09;Heisenberg, Werner (1901-1976);Wendel, Karl
1957-05-07;Wendel, Karl;Heisenberg, Werner (1901-1976)
1957-05-06;Wendel, Karl;Heisenberg, Werner (1901-1976)
1971-06-23;Wenzel, Anneliese;Heisenberg, Werner (1901-1976)
1971-06-14;Heisenberg, Werner (1901-1976);Wenzel, Anneliese
1971-06-02;Wenzel, Anneliese;Heisenberg, Werner (1901-1976)
1968-10-31;Wenzel, Anneliese;Heisenberg, Werner (1901-1976)
1968-10-17;Heisenberg, Werner (1901-1976);Wenzel, Anneliese
1968-09-10;Wenzel, Anneliese;Heisenberg, Werner (1901-1976)
1964-02-26;Westphalen, Karl Graf von (1898-1975);"Heisenberg, Werner (1901-1976) [vermutlich]; Max-Planck-Institut für Physik und Astrophysik (1958-1991) [vermutlich]"
1962-03-20;Westphalen, Karl Graf von (1898-1975);Heisenberg, Werner (1901-1976)
1956-08-23;Wildermuth, Karl (1921-2005);Heisenberg, Werner (1901-1976)
1956-08-23;Heisenberg, Werner (1901-1976);"Zierold, Kurt (1899-1989) [vermutlich]; Deutsche Forschungsgemeinschaft (1951-)"
1972-04-28;Wildermuth, Karl (1921-2005);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1971-07-02;Wildermuth, Karl (1921-2005);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1966-12-22;Heisenberg, Werner (1901-1976);"Wildermuth, Karl (1921-2005); Eberhard Karls Universität Tübingen. Institut für Theoretische Physik"
1962-11-21;Heisenberg, Werner (1901-1976);Wildermuth, Karl (1921-2005)
1962-11-12;Wildermuth, Karl (1921-2005);Heisenberg, Werner (1901-1976)
1962-08-29;"Wildermuth, Karl (1921-2005); Oak Ridge National Laboratory";Heisenberg, Werner (1901-1976)
1962-03-31;Wildermuth, Karl (1921-2005);Heisenberg, Werner (1901-1976)
1957-03-12;"Maus, Gisela; Max-Planck-Institut für Physik. Direktion. Sekretariat";"Wildermuth, Karl (1921-2005); CERN. Theoretical Study Division (1952-1957)"
1957-03-07;"Wildermuth, Karl (1921-2005); CERN. Theoretical Study Division (1952-1957)";Heisenberg, Werner (1901-1976)
1955-04-14;Wildermuth, Karl (1921-2005);Heisenberg, Werner (1901-1976)
1954-12-22;Heisenberg, Werner (1901-1976);Wildermuth, Karl (1921-2005)
1954-10-07;"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1954-07-21;"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1954-04-30;Heisenberg, Werner (1901-1976);Wildermuth, Karl (1921-2005)
1954-04-17;Wildermuth, Karl (1921-2005);Heisenberg, Werner (1901-1976)
1953-07-17;"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1953-07-14;Heisenberg, Werner (1901-1976);"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)"
1953-07-06;"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1953-05-15;Heisenberg, Werner (1901-1976);"Andersen, Karl Th. (1898-); Philosophisch-Theologische Hochschule (Regensburg). Naturwissenschaftliche Abteilung"
1953-05-12;"Andersen, Karl Th. (1898-); Philosophisch-Theologische Hochschule (Regensburg). Naturwissenschaftliche Abteilung";Heisenberg, Werner (1901-1976)
1953-05-02;Heisenberg, Werner (1901-1976);"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)"
1953-04-23;"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1952-07-07;Wildermuth, Karl (1921-2005);Heisenberg, Werner (1901-1976)
1952-07-02;Heisenberg, Werner (1901-1976);Wildermuth, Karl (1921-2005)
1952-06-07;Wildermuth, Karl (1921-2005);Heisenberg, Werner (1901-1976)
1952-05-02;Wildermuth, Karl (1921-2005);Heisenberg, Werner (1901-1976)
1952-01-16;Heisenberg, Werner (1901-1976);Wildermuth, Karl (1921-2005)
1956-05-18;"Winterberg, Friedwardt (1929-); Studiengesellschaft zur Förderung der Kernenergieverwertung in Schiffbau und Schiffahrt";Heisenberg, Werner (1901-1976)
1961-06-28;Winterberg, Friedwardt (1929-);Heisenberg, Werner (1901-1976)
1969-05-23;"Winterberg, Friedwardt (1929-); Desert Research Institute";Heisenberg, Werner (1901-1976)
1967-12-11;"Winterberg, Friedwardt (1929-); International Centre for Theoretical Physics";Heisenberg, Werner (1901-1976)
1967-11-10;"Dorff, Gerth; Hochschulverband (1950-1986)";Heisenberg, Werner (1901-1976)
1967-11-03;"Dorff, Gerth; Hochschulverband (1950-1986)";Heisenberg, Werner (1901-1976)
1967-06-12;"Klemm, Alfred (1913-2013); Max-Planck-Institut für Chemie";Heisenberg, Werner (1901-1976)
1966-01-19;Heisenberg, Werner (1901-1976);"Winterberg, Friedwardt (1929-); Desert Research Institute"
1966;Heisenberg, Werner (1901-1976);Schlüter, Arnulf (1922-2011)
1965-05-07;Winterberg, Friedwardt (1929-);Heisenberg, Werner (1901-1976)
1967-07-03;Heisenberg, Werner (1901-1976);"Klemm, Alfred (1913-2013); Zeitschrift für Naturforschung (1946-)"
1967-05-12;"Winterberg, Friedwardt (1929-); Desert Research Institute";Heisenberg, Werner (1901-1976)
1967-05-05;"Winterberg, Friedwardt (1929-); Desert Research Institute";Heisenberg, Werner (1901-1976)
1967-04-03;Heisenberg, Werner (1901-1976);"Winterberg, Friedwardt (1929-); Princeton University. Plasma Physics Laboratory"
1967-03-28;"Winterberg, Friedwardt (1929-); Princeton University. Plasma Physics Laboratory";Heisenberg, Werner (1901-1976)
1966-12-08;"Winterberg, Friedwardt (1929-); Desert Research Institute";Heisenberg, Werner (1901-1976)
1966-06-14;Winterberg, Friedwardt (1929-);Heisenberg, Werner (1901-1976)
1965-05-24;"Winterberg, Friedwardt (1929-); Institut für Hochtemperaturforschung (Stuttgart) (1961-1966)";Heisenberg, Werner (1901-1976)
1964-05-29;"Winterberg, Friedwardt (1929-); Institut für Hochtemperaturforschung (Stuttgart) (1961-1966)";Heisenberg, Werner (1901-1976)
1965-05-18;Schlüter, Arnulf (1922-2011);"Winterberg, Friedwardt (1929-); Heisenberg, Werner (1901-1976); Princeton University. Plasma Physics Laboratory"
1965-07-05;"Winterberg, Friedwardt (1929-); Institut für Hochtemperaturforschung (Stuttgart) (1961-1966)";Heisenberg, Werner (1901-1976)
1964-06-11;"Hobert, Margot (1912-); Max-Planck-Institut für Physik. Direktion. Sekretariat";"Winterberg, Friedwardt (1929-); Höcker, K. H. (1915-1998); Institut für Hochtemperaturforschung (Stuttgart) (1961-1966)"
1964-04-16;"Winterberg, Friedwardt (1929-); Desert Research Institute";Heisenberg, Werner (1901-1976)
1964-02-06;Heisenberg, Werner (1901-1976);Winterberg, Friedwardt (1929-)
1964-01-30;"Winterberg, Friedwardt (1929-); Desert Research Institute";Heisenberg, Werner (1901-1976)
1963-01-10;Heisenberg, Werner (1901-1976);Raiser, Ludwig (1904-1980)
1963-01-07;Raiser, Ludwig (1904-1980);Heisenberg, Werner (1901-1976)
1962-05-11;Heisenberg, Werner (1901-1976);"Leifson, Sigmund Waldemar; University of Nevada, Reno. Department of Physics"
1962-05-03;"Leifson, Sigmund Waldemar; University of Nevada, Reno. Department of Physics";Heisenberg, Werner (1901-1976)
1962-04-24;"Winterberg, Friedwardt (1929-); Case Institute of Technology";Heisenberg, Werner (1901-1976)
1959-12-16;"Winterberg, Friedwardt (1929-); Case Institute of Technology";Heisenberg, Werner (1901-1976)
1959-06-15;Heisenberg, Werner (1901-1976);"Rosenbluth, Marshall N.; General Dynamics Corporation (San Diego, Calif.). General Atomic Division"
1959-06-15;Heisenberg, Werner (1901-1976);"Anthony, Henry [vermutlich]; General Dynamics Corporation (San Diego, Calif.). General Atomic Division"
1959-06-15;Heisenberg, Werner (1901-1976);"Griesinger, T. W.; Space Technology Laboratories"
1959-06-15;Heisenberg, Werner (1901-1976);Winterberg, Friedwardt (1929-)
1959-06-11;"Anthony, Henry; General Dynamics Corporation (San Diego, Calif.). General Atomic Division";Heisenberg, Werner (1901-1976)
1959-06-05;Winterberg, Friedwardt (1929-);Heisenberg, Werner (1901-1976)
1959-06-04;"Rosenbluth, Marshall N.; General Dynamics Corporation (San Diego, Calif.). General Atomic Division";Heisenberg, Werner (1901-1976)
1959-06-02;"Griesinger, T. W.; Space Technology Laboratories";Heisenberg, Werner (1901-1976)
1959-01-08;Winterberg, Friedwardt (1929-);Heisenberg, Werner (1901-1976)
1958-01-17;Biermann, Ludwig (1907-1986);"Winterberg, Friedwardt (1929-); Gesellschaft für Kernenergieverwertung in Schiffbau und Schiffahrt (1956-1979)"
1957-12-19;"Winterberg, Friedwardt (1929-); Gesellschaft für Kernenergieverwertung in Schiffbau und Schiffahrt (1956-1979)";Heisenberg, Werner (1901-1976)
1957-04-12;Heisenberg, Werner (1901-1976);Winterberg, Friedwardt (1929-)
1956-06-15;Heisenberg, Werner (1901-1976);Winterberg, Friedwardt (1929-)
1957-03-27;Winterberg, Friedwardt (1929-);Heisenberg, Werner (1901-1976)
1967-07-28;"Leussink, Hans (1912-2008); Wissenschaftsrat (1957-)";Heisenberg, Werner (1901-1976)
1966-12-07;Speer, Julius (1905-1984);"Butenandt, Adolf (1903-1995); Sieverts, Rudolf (1903-)"
1966-09-09;"Leussink, Hans (1912-2008); Wissenschaftsrat (1957-)";Heisenberg, Werner (1901-1976)
1965-05-31;"Marsch, Edmund (1931-2020); Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Generalverwaltung";Heisenberg, Werner (1901-1976)
1966-07-05;Heisenberg, Werner (1901-1976);"Leussink, Hans (1912-2008); Wissenschaftsrat (1957-)"
1966-07-01;"Leussink, Hans (1912-2008); Wissenschaftsrat (1957-)";Heisenberg, Werner (1901-1976)
1965-03-03;"Leussink, Hans (1912-2008); Wissenschaftsrat (1957-)";Heisenberg, Werner (1901-1976)
1974-09-26;Heisenberg, Werner (1901-1976);Wohlrab, Karl-Siegmund
1974-07-10;Wohlrab, Karl-Siegmund;Heisenberg, Werner (1901-1976)
1974-08-12;Wohlrab, Karl-Siegmund;Heisenberg, Werner (1901-1976)
1972-03-20;Heisenberg, Werner (1901-1976);Wohlrab, Karl-Siegmund
1972-03-10;Wohlrab, Karl-Siegmund;Heisenberg, Werner (1901-1976)
1972-02-23;Heisenberg, Werner (1901-1976);"Wohlrab, Karl-Siegmund; Zentralinstitut für Optik und Spektroskopie (1948-)"
1972-02-18;"Wohlrab, Karl-Siegmund; Zentralinstitut für Optik und Spektroskopie (1948-)";Heisenberg, Werner (1901-1976)
1972-01-04;Heisenberg, Werner (1901-1976);"Wohlrab, Karl-Siegmund; Zentralinstitut für Optik und Spektroskopie (1948-)"
1971-11-15;"Wohlrab, Karl-Siegmund; Zentralinstitut für Optik und Spektroskopie (1948-)";Heisenberg, Werner (1901-1976)
1970-05-29;Heisenberg, Werner (1901-1976);"Wohlrab, Karl-Siegmund; Zentralinstitut für Optik und Spektroskopie (1948-)"
1970-04-08;"Wohlrab, Karl-Siegmund; Zentralinstitut für Optik und Spektroskopie (1948-)";Heisenberg, Werner (1901-1976)
1970-04-30;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";"Wohlrab, Karl-Siegmund; Zentralinstitut für Optik und Spektroskopie (1948-)"
1961-08-20;"Wohlrab, Karl-Siegmund; Institut Miersdorf (1950-1957)";Heisenberg, Werner (1901-1976)
1957;"Wohlrab, Karl-Siegmund; Institut Miersdorf (1950-1957) [vermutlich]";Heisenberg, Werner (1901-1976)
1957-02-01;"Wohlrab, Karl-Siegmund; Institut Miersdorf (1950-1957) [vermutlich]";Heisenberg, Werner (1901-1976)
1957-01-28;Heisenberg, Werner (1901-1976);Wohlrab, Karl-Siegmund
1956-12-11;Heisenberg, Werner (1901-1976);Wohlrab, Karl-Siegmund
1957-02-01;Wohlrab, Karl-Siegmund;Heisenberg, Werner (1901-1976)
1962-02-21;"Boyko, Hugo (1892-1970); World Academy of Art and Science";Heisenberg, Werner (1901-1976) [vermutlich]
1962-06-15;"Boyko, Hugo (1892-1970) [vermutlich]; World Academy of Art and Science";Heisenberg, Werner (1901-1976)
1952-01-29;Wyss, Joachim;Heisenberg, Werner (1901-1976)
1952-02-08;"Giese, Annemarie; Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik. Direktion. Sekretariat";Wyss, Joachim
1953-01-23;Wyss, Joachim;Heisenberg, Werner (1901-1976)
1952-01-17;Heisenberg, Werner (1901-1976);Wyss, Joachim
1952-01-07;Heisenberg, Werner (1901-1976);Wyss, Joachim
1952-01-05;Wyss, Joachim;Heisenberg, Werner (1901-1976)
1951-09-24;Heisenberg, Werner (1901-1976);Wyss, Joachim
1951-09-12;Wyss, Joachim;Heisenberg, Werner (1901-1976)
1951-05-23;Wyss, Joachim;Heisenberg, Werner (1901-1976)
1951-05-08;Heisenberg, Werner (1901-1976);Wyss, Joachim
1951-05-01;Wyss, Joachim;Heisenberg, Werner (1901-1976)
1961-05-09;Heisenberg, Werner (1901-1976);Kikuchi, Seishi (1902-1974)
1961-05-01;"Kikuchi, Seishi (1902-1974); Nihon-Genshiryoku-Kenkyūjo (Tōkaimura)";Heisenberg, Werner (1901-1976)
1967-11-17;Heisenberg, Werner (1901-1976);Yamaguchi, S.
1967-11-09;Yamaguchi, S.;Heisenberg, Werner (1901-1976)
1957-05-08;Heisenberg, Werner (1901-1976);Yamaguchi, Shigeto
1957-04-18;Yamaguchi, Shigeto;Heisenberg, Werner (1901-1976)
1968-08-30;Heisenberg, Werner (1901-1976);"Yamazaki, Kazuo (1927-); Kyōto Daigaku (1947-)"
1969-01-02;Heisenberg, Werner (1901-1976);"Yamazaki, Kazuo (1927-); Kyōto Daigaku (1947-)"
1964-07-27;Yamamoto, Yoichi;Heisenberg, Werner (1901-1976)
1972-04-12;Heisenberg, Werner (1901-1976);White, David L.
1972-03-23;White, David L.;Heisenberg, Werner (1901-1976)
